,avg 00-01 UTC,avg 01-02 UTC,avg 02-03 UTC,avg 03-04 UTC,avg 04-05 UTC,avg 05-06 UTC,avg 06-07 UTC,avg 07-08 UTC,avg 08-09 UTC,avg 09-10 UTC,avg 10-11 UTC,avg 11-12 UTC,avg 12-13 UTC,avg 13-14 UTC,avg 14-15 UTC,avg 15-16 UTC,avg 16-17 UTC,avg 17-18 UTC,avg 18-19 UTC,avg 19-20 UTC,avg 20-21 UTC
25,1008.872963,982.5345163,1002.145627,875.0695362,890.2939104,960.8184412,987.2674044,1019.17368,948.7708737,980.884267,1004.224627,929.8822833,1137.561767,973.3483386,913.1191918,927.1433124,1001.652222,892.836621,874.2937635,943.5548009,930.112315
26,1003.892691,973.0109327,1006.226632,866.9996827,879.9791618,949.9454359,976.7208525,1023.66402,959.6276413,971.9248324,1001.690869,919.3859142,1141.038944,968.4961047,914.7034596,926.345855,996.0355273,884.9738229,873.2600234,936.0958343,923.2597075
27,1006.940993,961.7274445,998.0272382,862.7987028,869.571048,940.3618481,968.0274482,1027.012971,956.3949856,961.4887987,990.4035155,909.310172,1151.094779,963.379306,921.488134,926.2750093,989.5287514,880.0670867,872.3215534,931.6832674,918.1347556
28,1013.348163,951.2469343,987.3602892,858.9193231,859.1471101,932.1799514,968.0495772,1031.489818,967.2320009,958.85656,980.2217231,899.2891442,1167.145373,959.4854585,932.1509208,927.8229778,984.7830334,878.6036966,870.5685591,930.9228559,914.3612391
29,1016.305892,943.2138194,976.4831684,849.2027766,848.8239765,928.062893,978.8287949,1022.8006,984.8775704,960.7750234,969.7017405,889.3538591,1165.347654,958.5894511,941.900354,930.3118786,980.0774534,880.5282161,867.7319917,934.5661015,910.9620869
30,1016.93805,948.2476709,965.11963,839.6549225,839.8992412,930.9530947,991.4375355,1011.357904,996.2834845,954.9535894,958.6214568,889.1040283,1152.180918,962.1472631,945.7348269,930.7474445,976.9185464,884.0943258,863.9257036,939.4151075,908.2064926
31,1007.098658,938.0460961,953.7157711,830.9103685,830.7783902,928.307422,998.199674,1008.416004,990.1540667,943.8918316,947.8628176,901.9396787,1138.983237,968.3206312,942.136214,927.9811295,973.5204651,889.0035653,859.974023,944.8199226,908.3692769
32,995.2221289,927.4137226,941.9676403,825.4318886,821.6851651,923.6935141,994.1731504,1008.63259,979.1034577,932.5817834,945.7433303,903.4301566,1125.856714,972.2231731,933.8688097,925.2484527,968.144322,895.7502311,856.7296663,949.4109981,909.0945743
33,983.4062655,917.0249271,930.1909718,826.3494034,812.20028,929.1218097,986.3851602,1007.747077,987.4653947,922.5184759,957.7820384,893.746838,1112.97645,971.7448574,924.5761634,923.8768926,961.7435391,902.1716692,853.7150118,953.7037539,909.5600182
34,971.9293257,906.6892255,919.6569496,832.4819588,802.9614243,931.9833289,981.9878821,1016.916844,985.5613232,919.1270626,975.5693968,883.7222895,1105.872679,970.770879,916.4719085,922.6575597,954.7775803,905.6548315,851.3574193,956.2374303,910.711515
35,960.8116723,896.6624659,909.2259337,835.791821,794.5872753,925.8405591,987.6988249,1031.861237,975.9649872,918.826044,983.5883599,879.202214,1115.375043,971.380113,911.3192368,921.9700477,948.9167118,905.4905365,848.318901,957.6778714,911.6141709
36,950.8163469,886.6845628,898.5829397,830.2397198,793.9577425,920.4135505,1000.547077,1038.454166,970.4354909,913.1285543,977.6920635,885.5830819,1126.627676,973.2235732,908.4513595,922.4204827,944.5203017,902.9778984,843.9529603,958.9049021,912.0249389
37,946.804202,876.9719707,890.0723613,820.5701886,805.4178737,925.6239717,1010.754578,1030.008979,973.1948196,911.0358557,966.6528869,899.3449094,1126.173237,977.4411317,906.9299024,924.2833181,942.1948474,901.7795417,838.1462299,959.3882152,912.2888618
38,949.5394674,867.3418366,899.5457659,810.9219364,817.8721409,940.0658651,1014.548011,1018.470392,987.1252251,914.158443,960.6601529,911.5493093,1131.019764,986.4040926,905.7748032,928.8318701,942.3346131,901.5557869,832.4764966,959.6992366,911.6256523
39,949.5753222,858.8132527,890.7548367,801.4951551,813.0587836,956.7194827,1015.213951,1013.501886,985.7636974,918.6808907,952.7681524,912.6936352,1148.00398,997.2765827,908.2648114,933.3271051,943.0362116,902.9727058,827.0730025,959.1227156,910.8972888
40,939.8618711,848.9604198,880.6070427,793.1107397,803.0921809,967.2293915,1015.585033,1011.382996,982.9012742,923.1674991,941.7349484,905.1946268,1165.872811,1004.81878,913.7364253,939.641987,944.3449971,903.337526,823.1307423,959.1008077,910.2137815
41,931.455508,839.1330876,872.4462893,788.2731985,793.6447446,963.9861263,1012.54098,1001.736791,975.6630539,925.5307936,938.8340461,895.1173364,1170.35785,1005.958622,919.8629076,945.1465661,945.4735686,901.6536851,821.5037566,958.2601763,908.3255688
42,928.9272017,829.8216334,882.2771649,788.7576535,786.3967593,956.527773,1006.485592,1001.719706,984.6503044,935.0599424,949.9801899,884.9413119,1163.685876,1001.282661,922.9396137,947.396283,945.4721434,899.3770134,821.1425845,957.5503072,905.9987303
43,927.1012582,825.1427555,895.6423194,791.3772917,786.828734,957.6039777,997.9065022,1007.865035,982.5326932,950.5846448,951.4227197,880.7580686,1159.051349,992.8831604,921.9078992,948.5680736,944.2419291,896.9038004,821.602806,955.7836453,903.1975205
44,919.8504032,839.3175316,889.4927744,788.8772193,784.7869039,967.9984159,989.4526226,1010.973848,972.5460457,964.0019976,946.6119605,884.1090919,1160.082429,985.4831812,917.4902199,947.4853784,942.4054819,895.5342773,820.3561993,952.9249086,900.163047
45,911.9955384,851.1384072,894.7716971,781.3514316,779.7128893,982.5142803,986.1043135,1017.612189,980.7723379,972.6582286,940.1577509,894.6907796,1163.602924,985.2288977,912.4531567,948.2108681,939.7068537,895.0973857,817.937788,949.3151802,897.3437939
46,910.6874134,843.455798,888.6193229,774.8508525,771.6480928,990.6470297,986.7363031,1019.762907,996.2236307,981.5768775,943.1417065,899.8899027,1165.25075,993.2373958,908.6951322,949.4093678,936.3509837,894.7996,812.9623482,945.8970572,894.9940215
47,918.3480231,839.9758673,881.6422746,771.8492373,764.621937,987.8902532,990.318907,1018.836621,994.5481226,993.7605798,958.7334137,894.8776089,1169.15424,1004.706103,905.2324225,950.9419347,931.5675021,892.4949293,807.1028798,943.497647,893.1420704
48,927.1244612,830.6737816,877.4472792,772.5292902,763.5411669,987.194886,994.8660033,1016.653314,988.1946918,1002.050991,976.5877293,895.1232215,1180.075673,1011.673393,900.092011,951.0646782,926.5625684,889.1657353,802.4067617,941.9286786,892.6729131
49,928.5464416,822.7898795,876.2512761,776.9815772,768.8434769,999.2489868,999.0206733,1014.771466,998.9475738,998.6845577,994.5051883,896.7622236,1197.832539,1010.046123,893.8577537,950.1468394,921.8570432,884.5004106,799.6179538,940.7013671,892.0200103
50,920.4714718,827.0600852,879.8973834,783.8351988,781.1380697,1015.402553,1000.830906,1010.858251,997.2913133,988.6232468,1012.678033,891.0402409,1210.529955,1002.971905,886.9134325,947.9203831,918.2146244,880.5263213,798.8165616,940.6349232,890.5900068
51,910.0115318,818.5174936,875.7412579,789.3789098,795.1543151,1023.922916,999.1458037,1006.963951,992.3992517,977.6787594,1029.624625,888.7434752,1209.917424,997.8209062,881.391209,945.4149694,914.6875052,877.6683671,800.2791907,940.0277833,889.2589761
52,899.5907705,809.5321461,866.2343792,788.5969218,809.3470279,1022.307515,994.1713415,1007.239901,1001.477129,966.8928948,1038.320076,888.6831016,1199.052052,999.8932084,876.6369499,943.1228036,911.1634182,876.835488,803.7337257,939.930025,886.6664413
53,889.3175737,800.4757321,856.4997224,785.279451,823.1848539,1017.710115,986.4192447,1007.021505,998.7537413,957.1745052,1049.280641,891.3726975,1185.378249,1007.399586,872.814625,941.0658508,906.6985357,877.1782732,807.6391872,941.2774307,883.6481221
54,879.1849046,792.3186258,847.0040054,781.5843943,836.7351602,1014.098432,976.3565331,1002.154758,1007.033621,953.3020709,1051.755536,894.1401731,1171.933904,1012.998474,869.3295646,939.2900103,901.2530458,878.2221219,811.410118,944.2755465,880.1161293
55,869.2869054,789.2051048,838.0707545,775.911187,845.8008301,1017.481212,965.9377206,995.6214154,1023.895953,955.3185063,1040.970946,889.5068643,1158.898416,1015.714536,866.1538174,936.7615126,895.1793676,879.1321429,814.6344154,950.8905815,876.2251123
56,860.0141239,780.342818,830.7936174,768.5338211,844.5838846,1031.215828,956.3132428,993.6911531,1022.477452,952.1568238,1031.143209,881.1992933,1147.307017,1019.399839,863.3008451,934.0631779,888.4536257,879.2139298,816.0876128,959.2549938,871.7286731
57,854.3899928,773.0164437,824.1914231,760.5248798,837.4468491,1045.69321,949.073285,991.4830651,1012.125389,943.2227964,1026.832051,872.3928812,1142.673705,1025.330186,862.025727,931.8618997,881.5961439,877.7053303,815.2758984,970.2531475,866.3071644
58,856.1095205,764.48556,817.4350031,752.4042211,833.7060452,1049.472211,945.0828345,985.4308668,1000.77402,933.0023688,1020.064729,869.5380972,1145.394109,1032.004575,861.4781584,929.8027445,875.2527534,874.2164159,812.3241626,983.294228,860.6961817
59,863.7289583,756.2921295,813.6973127,745.4553483,838.8246994,1041.925904,944.3338363,975.8231176,991.7756486,923.3882365,1010.627716,875.7441703,1147.534734,1033.810333,861.5148829,929.407517,869.2716098,869.5351067,807.7268396,997.1348352,853.95318
60,867.7851655,749.2349429,813.6406232,740.7456893,848.3185162,1029.963655,943.5332051,965.2603713,998.5486253,916.3286197,1006.62336,879.481882,1148.832095,1029.273029,861.3376193,927.8897387,864.0675133,864.7463819,801.8895566,1010.736667,847.0670127
61,867.5696273,750.654357,812.1291645,738.0354162,854.5427007,1018.056106,938.2160519,955.036978,995.5710514,912.1098071,1006.358904,874.8952489,1156.258798,1020.487972,861.1123834,924.6870187,860.3822031,860.9282792,794.7779206,1022.84633,839.6924024
62,866.6234217,754.4767046,806.3049301,735.7473643,860.4932813,1006.340799,929.8200429,946.9457198,989.5005737,905.128115,1016.322088,867.4612701,1163.544846,1011.168674,860.7428857,919.9489018,856.8478155,858.2406174,787.2102471,1032.009068,832.2670823
63,866.9144602,747.5727669,799.1030064,733.0754727,864.9471388,994.9621456,922.4438598,944.8044716,980.6653536,896.4804078,1034.676568,867.4554472,1162.630323,1004.507917,859.9898238,914.8413356,853.2772992,856.9056038,779.8753097,1039.889311,824.7078856
64,861.7744174,738.7457519,791.0931612,730.8782166,867.0948032,984.0776443,916.0435205,949.4254289,972.4693801,887.9450201,1038.787594,877.8357849,1160.968158,1002.516945,856.5299683,910.3967334,849.5174402,857.8001961,773.0931589,1046.129436,817.2077036
65,853.0511228,730.8581905,782.6727406,728.6302678,865.0250364,974.6018237,909.6363756,954.1602797,974.6976756,882.3498962,1028.947691,889.8537658,1169.975863,1000.4899,852.1294843,907.4931752,846.3852273,858.9506792,767.0454789,1051.646163,809.4948887
66,844.0925629,730.0604181,774.9792025,726.3120644,859.9190788,969.5336088,902.8536361,953.4755029,976.517711,881.6641513,1017.344563,896.6929827,1187.791357,995.4201536,847.624838,904.9727461,845.2006341,860.0549384,761.7037494,1058.257951,801.8320535
67,834.8089758,733.8675881,769.1541739,725.1483183,857.720029,968.014867,895.1780781,948.4582691,974.2425604,888.293311,1018.294499,901.3445621,1201.452058,988.5915998,844.0284727,902.2525818,845.1722047,861.9657847,757.6832588,1064.430943,794.420388
68,825.2263555,737.5978393,764.4621647,724.3076287,856.9015575,963.5232759,885.9101274,944.6610881,975.84822,897.2302906,1033.862987,905.1945565,1208.924407,983.7870946,842.3324964,898.0479873,846.287834,862.4914625,754.1378478,1069.683499,787.242996
69,815.8052162,745.6839284,758.4950107,722.4221346,854.5829543,960.4103362,876.7581205,943.9032688,977.7005587,909.3017743,1053.301851,909.9467817,1213.034674,981.6658938,842.7644592,891.9959596,847.8669085,861.6928987,751.0022605,1073.505921,780.6431135
70,807.1728439,750.2925877,750.5607006,721.3680717,853.9733675,963.0652965,870.2385152,942.2707028,975.9531895,919.1217965,1056.666491,921.3824524,1218.35144,980.8380014,844.0309889,884.9125731,848.3083775,861.4092577,747.6060811,1075.775927,775.0230856
71,799.9480822,746.0113423,743.1673298,719.3219397,852.7946717,964.0773567,868.1826034,939.9361349,975.4061566,923.1181552,1062.383549,928.4950509,1221.615051,978.4179189,843.9305294,877.689337,848.1999174,861.0294335,744.7101282,1077.35331,770.6111803
72,793.4344317,738.3314285,739.273946,714.7411704,846.7950504,959.0270327,868.3530053,934.2364926,978.4765175,921.4879176,1064.668148,927.5318882,1219.631727,973.4724899,843.8101995,871.6364051,847.3098634,861.6251956,742.5413258,1079.890603,766.9947065
73,787.1261005,730.6356439,740.0831041,709.3033565,838.2795393,951.9691318,868.1114862,930.3352267,981.7459233,916.7828972,1053.742775,929.1333884,1217.188333,967.7814151,844.9960306,867.0974878,846.182111,862.8879595,741.842207,1082.781221,763.2060946
74,780.7390285,724.7391712,746.0640101,703.6077303,829.0893135,947.707798,869.5411223,931.1204052,983.5121658,910.6089239,1044.005501,932.0223321,1218.442679,964.031914,847.0169962,864.9530157,845.2694445,862.6339427,743.7246469,1084.767425,760.2291855
75,776.7164587,722.2740395,755.7402015,697.6449251,820.8221312,946.8591549,870.5267611,938.2929634,992.5602888,906.4359802,1042.271898,935.3112036,1223.542669,962.208593,849.6427205,863.8012731,844.0677739,861.5585721,746.2737566,1085.349786,756.7304343
76,774.8033097,720.8875972,763.707432,692.3230218,814.7163598,944.9801056,867.8545054,950.6411423,1005.944577,908.7193328,1053.219742,937.5494067,1226.614988,961.4749246,850.7609397,864.404711,842.4053896,859.9147006,748.7432674,1085.112678,753.9311144
77,777.0595668,719.5655145,769.5652732,688.669478,811.8827833,937.4877313,863.6092499,963.8938437,1013.926413,915.7433745,1071.690744,931.9672873,1224.568385,962.4998782,851.2233601,865.6801335,840.3790732,856.4931705,750.7709429,1083.862314,751.0835157
78,785.4154739,718.6759149,773.9848801,684.9545917,811.4432676,929.6854377,859.7286428,974.3337775,1010.840763,922.2349727,1087.439109,922.8442369,1222.207806,966.0070242,851.2471707,867.7314964,836.5431516,853.0048703,751.1738836,1084.39828,748.8107114
79,798.476631,721.8663818,777.5572628,681.6004643,813.9056928,925.7419526,855.0648552,982.967071,1001.703951,925.47836,1089.166501,913.5824956,1222.541833,973.3116547,852.1144006,870.7529991,832.5250161,850.0782858,749.5805394,1087.854146,747.6279987
80,812.8338721,726.5208471,779.3770455,680.0570904,818.4241989,924.9737849,847.9145033,990.8368477,990.9640622,925.2970065,1079.74624,912.1134397,1219.621522,981.6794152,854.5346866,875.1086831,828.5112074,848.274668,748.1329398,1095.032465,747.4519655
81,825.662785,727.4023278,778.4472555,682.0615986,824.890861,923.0920882,839.1711667,997.4124497,980.1992391,923.5305888,1072.415245,921.3419157,1210.321271,987.679744,856.2393458,879.1741276,824.564356,849.2528,747.0465922,1102.763037,747.5309845
82,832.7614804,725.1195212,776.6515334,688.2676585,831.3571565,920.8866658,830.13391,1002.000765,969.5123814,922.764028,1077.358782,934.3666352,1205.267381,989.8732952,857.7262807,881.8762997,821.989064,851.6953691,746.9274371,1111.813586,747.8124791
83,832.6311718,725.2649786,774.8802309,698.2841973,834.4667745,923.0158048,821.0419794,1003.258039,958.8776052,924.5339347,1085.600736,939.8245413,1206.894714,989.3872564,857.7123115,881.4918634,820.2538922,854.5211578,748.4124968,1118.5453,748.6376767
84,829.2550564,726.1535175,771.5873103,709.1330262,836.7405087,928.8465676,813.0962478,1000.877823,948.2496927,923.9830603,1085.52161,937.3734473,1213.678481,988.4039478,856.8615375,877.2701408,820.5177285,858.7475674,751.9204248,1122.804434,749.489194
85,826.5557245,725.7751841,765.9309397,718.1600633,839.1735677,933.5110069,806.8384943,994.513498,937.6863742,918.1335803,1085.709591,934.2232774,1225.571503,987.0730098,854.290708,871.039162,821.3528148,862.2570629,756.7623343,1124.587625,749.593563
86,823.7852562,728.1843929,758.1952989,724.2666962,839.462359,933.881757,803.9730447,985.7000052,927.2830889,909.8564228,1082.330699,936.2188831,1236.488116,986.8970075,852.175865,864.3636553,823.944266,866.2925397,762.9331968,1125.9476,749.9461756
87,823.468301,734.2328117,750.5069614,726.8343748,840.0992506,930.9768828,801.7656557,976.3573692,917.0473029,901.0638301,1076.104084,941.1888463,1237.508806,987.4528741,850.9429617,858.4784071,827.1744591,871.8724435,769.5683638,1126.576411,750.1486693
88,829.5445138,742.6587642,744.1411854,728.5940787,845.8418379,928.2624996,799.0561536,967.0737655,907.0015918,892.9917651,1078.662579,946.058951,1236.486008,990.5578153,849.0178957,854.0380748,831.5363839,878.1044132,777.5595462,1124.742875,750.9490789
89,837.2234887,751.0405009,740.6720964,730.7536226,855.3989275,926.3474763,794.8256587,957.4984031,897.2021016,886.53618,1080.387078,944.630816,1246.226663,994.1730164,846.6594316,851.7224005,836.3212584,883.7263304,785.992213,1122.679396,752.1731552
90,839.1025063,752.8206354,739.104454,731.697346,863.0594202,923.7824664,788.346454,947.9822826,887.6043083,884.15687,1077.509973,937.9502377,1264.310112,999.7371671,844.5419872,849.6870165,840.7770273,889.7616594,794.2092333,1118.276126,753.2257685
91,834.1745239,747.0934478,736.7809068,730.3921259,863.792164,917.5641602,780.3920503,939.489797,878.1325529,885.7237495,1071.038491,931.5537452,1276.664649,1008.175009,842.0704998,848.8461577,846.3729943,896.0686476,802.3483805,1112.588886,754.3014271
92,826.8388688,739.2145195,733.1395834,727.2318689,859.5426097,908.7835783,772.3892907,932.6393792,868.8059905,891.5793906,1064.474952,931.7450944,1284.065114,1019.899952,839.9531778,848.0480345,851.5835654,901.2850872,810.0134748,1105.48322,755.5923925
93,822.5629306,731.3999255,729.6175217,722.1799094,855.5949617,898.991793,764.3558329,927.4885073,860.063462,899.3356825,1071.110371,938.3139259,1295.648851,1032.577485,837.8424011,847.0455178,856.1160245,907.0133046,817.8313739,1097.092216,757.8784774
94,824.3132328,723.8877021,727.8900217,716.0623824,855.0787951,889.6670174,756.0557949,921.7715982,852.4050898,908.249104,1085.00607,946.9451781,1307.78545,1042.555674,835.8984807,846.4853092,861.5184153,914.5868397,825.3023689,1087.647317,761.2168266
95,830.8413126,719.4346631,728.0438613,710.1443796,859.6729123,880.4584522,747.9626471,917.234517,847.0424623,915.7964018,1089.507341,954.0856162,1315.255623,1050.354523,833.812306,846.2490398,865.4630229,923.3438765,832.8002597,1077.949528,764.9021308
96,836.8921624,720.7957052,728.4765588,704.9701246,865.4524642,871.0986354,741.7903116,913.8367723,843.100311,920.2126048,1093.624041,959.93315,1321.807598,1053.14472,830.8755506,845.5763991,869.7972151,932.3522172,840.2247242,1068.157514,769.333512
97,837.8319937,726.2110463,726.3630826,699.6805735,866.6137158,861.7869062,739.4643346,912.3748636,839.9811756,921.2188837,1107.383407,970.8862702,1333.690065,1053.373467,827.2856619,843.6913768,872.2455973,943.2233853,848.261291,1058.207094,773.9705619
98,837.0973718,727.2071628,722.467169,694.6363328,864.4800871,853.0618921,742.4050333,910.4868494,836.1606225,919.2859274,1126.952009,985.7725247,1343.036889,1048.524648,821.647064,842.2195703,873.7768506,954.6545934,855.5635145,1048.254471,778.5928567
99,837.3911184,723.6220054,716.8656771,689.4733195,863.3643207,844.8529728,747.3807561,904.89413,831.3480536,914.819133,1144.537679,1001.360076,1341.373161,1041.566671,814.5872071,841.4984626,874.0031036,964.6173443,861.8830743,1038.550641,782.3461305
100,838.598557,718.9056893,712.2164811,685.4755647,864.59576,837.9789368,749.4711866,896.7888044,828.525204,909.1074104,1153.114965,1015.653857,1330.960937,1031.827299,807.2021487,841.4170513,872.8438017,972.1628014,867.3896273,1029.1915,784.9786464
101,837.7093601,713.6165354,710.0216264,681.1124289,867.6565489,833.1852651,748.3743489,887.3643607,829.0790721,903.9692857,1157.557252,1028.871576,1326.31858,1021.497119,799.9422764,840.4798794,871.1036006,977.4264037,872.197022,1020.456014,785.4534054
102,835.1287787,707.2947406,711.297695,675.6563079,869.440926,829.6588367,747.903916,878.9095267,827.6504813,900.790694,1158.98059,1036.012555,1335.341952,1010.900007,793.3645154,838.5322399,868.2007604,979.1403952,875.6507895,1012.58173,784.3566795
103,835.5125578,702.5782869,713.6242872,668.8303876,867.6683532,827.9325695,747.5820253,871.7037449,821.9872601,898.5486519,1161.248962,1035.241018,1346.700477,1001.60709,787.0891725,834.7093204,865.5000717,978.0275681,878.882422,1005.403137,782.8719225
104,839.120569,702.4312754,713.8946451,661.7155538,862.4659259,824.6098359,747.1385392,865.6354369,814.0798136,894.5104135,1161.718789,1029.516225,1346.63618,994.3530945,781.6734215,830.9406168,863.1854701,975.1186737,880.2413086,998.5187907,781.418066
105,844.2179557,704.6780477,710.7003057,655.010328,854.734502,819.9039638,749.9924787,861.5601914,805.5306892,888.893704,1157.512826,1024.59126,1336.617591,990.4603874,776.6244847,827.0681333,860.9479651,970.9034031,881.2119264,991.9616927,781.1805544
